DAUID,ONS_ID,intersect_pct
35061035,903,1
35061036,903,1
35061039,903,1
35061041,903,1
35061042,903,1
35061043,903,1
35060923,46,0.999
35060923,917,0.001
35060924,46,0.949
35060924,917,0.051
35060925,46,1
35060926,46,1
35060929,46,1
35060930,919,1
35060931,919,1
35060934,919,1
35060935,919,1
35060936,919,1
35060937,919,1
35061342,956,1
35061343,933,1
35061344,933,1
35061345,933,1
35061346,933,1
35061347,933,0.294
35061347,934,0.706
35061348,86,1
35061349,86,1
35061350,86,1
35061351,86,1
35061352,86,1
35061354,86,1
35061355,86,1
35060841,64,0.952
35060841,946,0.048
35060842,64,1
35060843,70,0.022
35060843,64,0.978
35060844,70,1
35060845,64,1
35060860,52,1
35060861,52,1
35060862,52,1
35060864,45,1
35060865,45,1
35060866,45,1
35060867,45,1
35060868,97,1
35060869,97,1
35060870,97,1
35060497,108,1
35060498,108,1
35060499,108,1
35060500,108,1
35060501,108,1
35060502,108,1
35060503,108,1
35060504,108,1
35060505,108,1
35060506,99,1
35060507,99,1
35060508,99,1
35060509,99,1
35060510,99,1
35060511,99,1
35060512,99,1
35060513,31,0.997
35060513,99,0.003
35060514,51,0.033
35060514,905,0.967
35060515,905,0.789
35060515,941,0.211
35060516,905,1
35060517,905,1
35060761,13,1
35060762,13,1
35060763,13,1
35060764,13,1
35060765,13,1
35060766,13,1
35060767,13,1
35060768,13,1
35060771,13,1
35060773,13,1
35060774,13,1
35060775,13,1
35060777,938,1
35060778,938,1
35060779,938,1
35060780,938,1
35061264,52,1
35061266,915,1
35061267,7,0.995
35061267,926,0.005
35060783,938,1
35060784,938,1
35060785,938,1
35060786,938,1
35060787,938,1
35060789,938,1
35060790,938,1
35060792,937,0.996
35060792,938,0.004
35060793,937,1
35060794,937,1
35060795,937,1
35060796,937,1
35060797,937,1
35060798,937,1
35060799,937,1
35060800,937,1
35060801,937,1
35060802,937,1
35060815,938,1
35060816,938,1
35060817,938,1
35060818,938,1
35061401,937,1
35061403,937,1
35061404,937,1
35061406,937,1
35061386,944,0.804
35061386,13,0.014
35061386,926,0.182
35061387,106,0.001
35061387,901,0.999
35061388,901,1
35061389,901,1
35061390,901,1
35061391,100,0.571
35061391,926,0.429
35061393,937,1
35061394,937,1
35061395,937,1
35061396,937,1
35061410,937,1
35061411,945,1
35061412,945,1
35061413,945,1
35061414,945,1
35061415,945,1
35061416,945,1
35061417,945,1
35061418,945,1
35061419,945,1
35061420,945,1
35061421,937,1
35061422,937,1
35061423,937,1
35061424,937,1
35061427,945,1
35061428,945,1
35061476,64,1
35061442,925,1
35061443,925,1
35061444,925,1
35061445,925,1
35061446,925,1
35061447,925,1
35061448,925,1
35061449,925,1
35061450,925,1
35061451,925,1
35061452,925,1
35061453,66,1
35060452,11,0.85
35060452,31,0.15
35060455,31,1
35060456,31,1
35060457,31,1
35060458,31,1
35060459,31,1
35060460,31,1
35060461,31,1
35060462,31,0.996
35060462,99,0.004
35060463,31,0.996
35060463,99,0.004
35060464,31,1
35060465,31,1
35061464,81,1
35061465,81,1
35061466,81,1
35061467,81,1
35061468,81,1
35061469,81,1
35061470,81,1
35061471,64,1
35061472,81,1
35061473,81,1
35061474,64,0.563
35061474,925,0.437
35061475,64,1
35060133,915,1
35061477,66,1
35061478,66,1
35061479,918,0.576
35061479,66,0.424
35061480,918,1
35061482,918,1
35061483,918,1
35060153,93,1
35061488,927,1
35061494,937,1
35061495,937,1
35061496,30,0.497
35061496,911,0.045
35061496,951,0.459
35061497,30,1
35061498,30,0.356
35061498,911,0.644
35061499,30,1
35061500,30,1
35060188,954,1
35060189,954,1
35060192,953,1
35060194,953,1
35060195,953,1
35060196,953,1
35060466,31,1
35060467,31,1
35060908,87,1
35060909,87,1
35060910,87,1
35060911,87,1
35060912,919,1
35060913,919,1
35060914,919,1
35060915,919,1
35060916,919,1
35060917,919,1
35060918,46,0.005
35060918,919,0.995
35060921,46,1
35060922,46,1
35061268,100,0.005
35061268,12,0.995
35061269,23,1
35061270,937,0.001
35061270,938,0.999
35061271,929,1
35061272,13,1
35061273,943,1
35061279,931,1
35061280,11,1
35061281,106,1
35061282,932,1
35061284,903,1
35061285,106,1
35061286,939,0.994
35061286,943,0.006
35061287,23,0.015
35061287,54,0.985
35061518,82,1
35061519,82,1
35060488,23,1
35060491,23,1
35060492,23,1
35060493,12,0.018
35060493,23,0.982
35060494,23,1
35060495,108,1
35060496,108,1
35060938,50,0.92
35060938,917,0.08
35060939,50,1
35060940,50,1
35060941,50,1
35060942,45,0.001
35060942,50,0.999
35060944,45,0.97
35060944,50,0.015
35060944,52,0.016
35060945,45,1
35060953,50,1
35060954,50,1
35060955,50,1
35060956,50,1
35060957,917,0.372
35060957,919,0.628
35060604,6,1
35060134,77,0.314
35060134,915,0.432
35060134,926,0.255
35060135,93,1
35060137,93,1
35060138,93,1
35060139,93,1
35060140,93,1
35060141,93,1
35060143,93,1
35060144,93,1
35060145,93,0.984
35060145,956,0.016
35060146,93,1
35060147,93,1
35060148,3,1
35060149,3,1
35060150,3,1
35060151,3,1
35060152,3,1
35060682,951,1
35060154,93,1
35060155,93,1
35060156,93,1
35060157,93,1
35060159,3,1
35060163,3,1
35060164,3,1
35060165,912,1
35060166,912,1
35060167,912,1
35060168,912,1
35060170,912,1
35060171,912,1
35060172,912,1
35060173,912,1
35060178,940,1
35060179,940,1
35060180,940,1
35060181,940,1
35060182,940,1
35060183,954,1
35060184,940,1
35060185,954,1
35060186,954,1
35060187,954,1
35060710,924,1
35060638,106,1
35060875,49,1
35060876,49,1
35060877,48,0.005
35060877,49,0.995
35060885,52,1
35060888,52,1
35060889,52,1
35060890,52,1
35060891,927,0.038
35060891,932,0.962
35060892,932,1
35060893,932,1
35060894,932,1
35060895,932,1
35060898,932,1
35060899,932,1
35060902,932,1
35060903,87,1
35060904,87,1
35060905,87,1
35060906,87,1
35060907,87,1
35061325,75,1
35061326,75,1
35061520,45,0.658
35061520,97,0.342
35061521,45,1
35061522,45,0.998
35061522,50,0.002
35061523,45,1
35061524,45,0.934
35061524,97,0.066
35061525,45,0.002
35061525,97,0.998
35061526,45,0.449
35061526,97,0.551
35061530,90,1
35061531,90,1
35061533,38,1
35061534,38,0.991
35061534,97,0.009
35061535,38,1
35061536,38,1
35061537,38,0.936
35061537,97,0.064
35061538,38,1
35061539,38,1
35060282,82,0.914
35060282,83,0.086
35060283,82,0.005
35060283,83,0.995
35060285,83,1
35061503,30,0.819
35061503,911,0.181
35061504,911,1
35061505,35,1
35061506,35,1
35061508,922,1
35061509,949,1
35061510,949,1
35061511,949,1
35061512,949,1
35061514,82,1
35060224,935,0.966
35060224,948,0.006
35060224,956,0.028
35060577,65,1
35060578,65,1
35060579,65,1
35060580,99,1
35060582,100,1
35060585,100,1
35060588,100,1
35060590,12,1
35060592,54,1
35060593,54,0.333
35060593,88,0.667
35060594,54,1
35060595,88,1
35060597,12,0.018
35060597,88,0.982
35060598,88,1
35060599,88,1
35060600,88,1
35060602,12,1
35060603,12,1
35060605,6,0.99
35060605,926,0.01
35060606,6,1
35060607,6,1
35060608,6,1
35060609,6,0.997
35060609,7,0.003
35060610,6,1
35060611,6,1
35060612,6,1
35060613,6,0.001
35060613,7,0.985
35060613,926,0.014
35060616,7,1
35060617,7,1
35060618,7,1
35060619,6,0.001
35060619,7,0.999
35060620,7,1
35060622,6,1
35060623,100,0.969
35060623,926,0.031
35060624,100,1
35060625,100,1
35060634,106,0.987
35060634,901,0.013
35060711,924,0.069
35060711,951,0.931
35060557,49,1
35060558,49,1
35060559,49,1
35060560,49,1
35060561,49,1
35060562,48,1
35060563,48,1
35060564,48,1
35060565,48,1
35060567,48,1
35060568,48,0.004
35060568,927,0.996
35060569,48,0.005
35060569,927,0.995
35060573,51,0.536
35060573,65,0.462
35060573,905,0.002
35060574,65,1
35060575,65,1
35060576,65,1
35061083,18,0.996
35061083,28,0.004
35061084,18,0.997
35061084,28,0.003
35061085,18,0.997
35061085,28,0.003
35061086,18,1
35060684,951,1
35060685,951,1
35060686,951,1
35060687,951,1
35060688,951,1
35060689,951,1
35060690,951,1
35060695,951,1
35060696,951,1
35060697,951,1
35060698,951,1
35060701,924,0.474
35060701,951,0.526
35060702,924,1
35060703,924,1
35060704,924,1
35060706,924,1
35060707,924,1
35060708,924,1
35060709,924,1
35060286,82,0.039
35060286,83,0.961
35060712,929,1
35060713,929,1
35060717,929,1
35060718,929,1
35060719,929,1
35060720,929,1
35060721,929,1
35060722,929,1
35060723,929,1
35060724,929,1
35060725,929,1
35060726,929,1
35060728,929,1
35060729,929,1
35060731,929,1
35060734,928,1
35060735,928,1
35061193,106,1
35061194,106,1
35061327,75,1
35061328,75,1
35061329,75,1
35061331,75,1
35061332,75,1
35061333,75,0.996
35061333,936,0.004
35061334,3,1
35061335,3,1
35061336,3,1
35061337,3,1
35061338,3,1
35061339,912,0.124
35061339,956,0.876
35061340,912,0.995
35061340,956,0.005
35061341,912,0.699
35061341,935,0.004
35061341,956,0.297
35060669,911,0.751
35060669,930,0.249
35060670,930,1
35060671,930,1
35060672,922,0.959
35060672,930,0.041
35060673,930,1
35060678,951,1
35060679,951,1
35060680,951,1
35060681,951,1
35060287,83,1
35060288,83,1
35060289,83,1
35060290,83,1
35060291,83,1
35060292,83,1
35060293,83,1
35060294,83,1
35060295,923,1
35060296,923,1
35060297,923,1
35060298,923,1
35060300,923,1
35060301,923,1
35060305,923,1
35060306,923,1
35060307,923,1
35060308,923,1
35060310,923,1
35060312,923,1
35060313,24,1
35060314,24,1
35060315,24,1
35060324,24,1
35060325,24,1
35060327,923,1
35060781,938,1
35060782,938,1
35060225,948,1
35060226,935,0.992
35060226,948,0.008
35060227,935,1
35060228,935,1
35060229,935,0.999
35060229,956,0.001
35060230,935,1
35060231,935,1
35060232,935,1
35060233,935,1
35060234,935,1
35060236,935,1
35060237,940,1
35060243,933,1
35060246,934,1
35060249,908,1
35060251,908,1
35060252,908,1
35060253,908,1
35060254,908,1
35060255,908,1
35060264,949,1
35060267,949,1
35060280,82,1
35060753,924,1
35060754,924,1
35061114,75,0.001
35061114,936,0.999
35061124,916,0.14
35061124,936,0.86
35061087,18,1
35061115,936,1
35061116,936,1
35061117,936,1
35061118,955,0.991
35061118,936,0.009
35061119,955,1
35061120,955,1
35061121,955,1
35061123,936,1
35061398,937,1
35061399,937,1
35061400,937,1
35061126,70,1
35061127,70,1
35061128,70,1
35061129,70,1
35061130,70,1
35061131,85,1
35061132,70,1
35061195,106,1
35061196,906,1
35061197,906,1
35061198,106,1
35061201,106,1
35061202,106,1
35061203,106,0.974
35061203,901,0.026
35061204,106,1
35061089,55,1
35061090,910,1
35061091,910,1
35061092,910,1
35061094,11,1
35061097,950,1
35061098,950,1
35061100,950,1
35061101,941,0.002
35061101,950,0.998
35061102,905,0.915
35061102,941,0.085
35061103,941,0.004
35061103,950,0.996
35061104,941,0.518
35061104,950,0.482
35061105,905,0.659
35061105,941,0.341
35061106,905,1
35061107,905,0.753
35061107,941,0.247
35061108,905,0.003
35061108,941,0.997
35061113,918,0.244
35061113,936,0.756
35061141,67,0.208
35061141,944,0.792
35061160,922,1
35061161,922,0.263
35061161,930,0.737
35061171,906,1
35061174,910,1
35061175,910,1
35061178,106,1
35061179,910,1
35061180,910,1
35061181,910,1
35061182,931,1
35061183,931,1
35061184,931,1
35061185,931,1
35061186,931,1
35061188,910,1
35061189,910,1
35061190,910,1
35061191,910,1
35061192,106,1
35061233,904,1
35061208,12,0.901
35061208,23,0.099
35061209,12,1
35061210,12,1
35061213,108,1
35061214,108,1
35061215,108,1
35061222,949,1
35061225,949,1
35061227,93,1
35061228,93,1
35061229,904,0.994
35061229,926,0.006
35061230,904,1
35061231,904,1
35061232,904,1
35061487,48,0.009
35061487,927,0.991
35060439,931,1
35060440,931,1
35060443,910,1
35060444,910,1
35060445,910,1
35060446,910,1
35060447,11,1
35060448,11,1
35060449,11,1
35060450,11,1
35060451,11,1
35061143,944,1
35061144,944,1
35061145,944,1
35061146,944,1
35061147,944,1
35061148,944,1
35061149,944,1
35061150,937,0.001
35061150,938,0.999
35061151,938,1
35061152,938,1
35061153,938,1
35061154,938,1
35061155,938,1
35061156,938,1
35061157,938,1
35061158,938,1
35061159,938,1
35060755,13,1
35060758,13,1
35060759,13,1
35060760,13,1
35061645,106,1
35061646,106,0.998
35061646,901,0.002
35061651,923,1
35061565,912,1
35061566,912,1
35061567,912,1
35061837,90,0.003
35061837,927,0.997
35061838,927,1
35061839,90,0.006
35061839,927,0.994
35061840,927,1
35061608,82,1
35061610,82,1
35061611,923,1
35061613,923,1
35061614,11,0.002
35061614,28,0.998
35061616,11,0.997
35061616,28,0.003
35061621,923,1
35061622,923,1
35061623,82,1
35061627,82,0.489
35061627,83,0.511
35061628,82,1
35061633,903,1
35061634,903,1
35061638,958,1
35061639,958,1
35061640,958,1
35061643,106,1
35061670,914,0.983
35061670,952,0.017
35061671,914,1
35061672,914,1
35061673,914,1
35061602,24,1
35061604,24,1
35061605,82,1
35061607,82,1
35061554,915,0.936
35061554,926,0.064
35061555,75,1
35061556,75,0.997
35061556,936,0.003
35061557,945,1
35061558,945,1
35061559,945,1
35061560,945,1
35061561,945,1
35061562,945,1
35061563,945,1
35061564,945,1
35061589,13,1
35061590,13,1
35061591,13,1
35061592,13,1
35061593,13,1
35061595,937,1
35061596,937,1
35061599,937,1
35061576,929,1
35061577,929,1
35061578,928,1
35061579,45,1
35061580,45,0.979
35061580,52,0.021
35061581,952,1
35061582,952,1
35061583,952,1
35061804,907,1
35061806,35,0.001
35061806,907,0.999
35061807,907,1
35061808,907,1
35061809,907,1
35061810,907,1
35061811,907,1
35061812,907,1
35061540,951,1
35061541,951,1
35061542,944,0.001
35061542,951,0.999
35061543,951,1
35061544,928,1
35061545,928,1
35061546,13,1
35061547,13,1
35061548,11,0.001
35061548,28,0.999
35061549,28,1
35061550,28,1
35061551,28,1
35061552,11,0.001
35061552,28,0.999
35061553,915,1
35061597,937,1
35061598,937,1
35061601,937,1
35061584,64,0.001
35061584,952,0.999
35061585,13,1
35061586,13,1
35061587,13,1
35061588,13,1
35061568,928,1
35061569,928,1
35061570,928,1
35061571,928,1
35061572,928,1
35061573,928,1
35061574,902,0.994
35061574,928,0.006
35061575,902,1
35061813,35,0.008
35061813,907,0.992
35061815,907,1
35061816,907,1
35061817,907,1
35061818,907,1
35061744,946,1
35061745,946,1
35061746,946,1
35061747,946,1
35061749,931,0.875
35061749,958,0.125
35061750,958,1
35061751,931,0.651
35061751,958,0.349
35061752,958,1
35061753,931,1
35061754,931,0.532
35061754,958,0.468
35061755,958,1
35061756,946,1
35061820,90,0.997
35061820,927,0.003
35061821,90,0.997
35061821,927,0.003
35061822,90,1
35061823,90,0.999
35061823,927,0.001
35061824,90,1
35061826,947,1
35061827,947,1
35061828,919,0.999
35061828,947,0.001
35061829,947,1
35061831,16,0.922
35061831,905,0.035
35061831,941,0.042
35061832,16,1
35061833,16,1
35061834,16,1
35061835,16,0.961
35061835,905,0.039
35061780,949,1
35061781,949,1
35061782,949,1
35061783,949,1
35061784,949,1
35061653,923,1
35061760,28,0.003
35061760,957,0.997
35061654,923,1
35061657,32,1
35061658,32,1
35061785,949,1
35061786,949,1
35061787,949,1
35061761,957,1
35061762,957,1
35061763,923,0.289
35061763,957,0.711
35061764,923,1
35061765,923,1
35061766,957,1
35061767,957,1
35061768,957,1
35061769,957,1
35061770,957,1
35061771,957,1
35061772,957,1
35061773,957,1
35061774,957,1
35061778,949,1
35061779,949,1
35061789,908,1
35061790,908,1
35061791,949,1
35061793,949,1
35061794,934,1
35061795,934,1
35061796,934,1
35061797,934,1
35061798,934,1
35061799,949,0.997
35061799,934,0.003
35061800,908,1
35061801,934,1
35061802,934,1
35061803,934,1
35061659,76,0.081
35061659,909,0.919
35061660,909,1
35061661,909,1
35061662,909,1
35061663,909,1
35061664,86,1
35061667,917,1
35061668,86,1
35061674,914,0.998
35061674,952,0.002
35061679,926,1
35061680,64,1
35061683,28,1
35061726,940,1
35061727,954,1
35061728,940,1
35061729,954,1
35061730,954,1
35061732,48,0.004
35061732,926,0.002
35061732,927,0.487
35061732,946,0.507
35061733,946,1
35061736,946,1
35061737,946,1
35061738,946,1
35061739,946,1
35061740,946,1
35061741,946,1
35061742,946,1
35061743,946,1
35061690,28,1
35061691,28,1
35061692,28,1
35061693,28,1
35061695,903,1
35061696,903,1
35061699,903,1
35061700,903,1
35061701,903,1
35061702,932,1
35061703,24,1
35061705,24,1
35061708,24,1
35061709,24,1
35061842,914,1
35061710,24,1
35061711,24,1
35061712,24,1
35061713,24,1
35061714,24,1
35061715,24,1
35061716,24,1
35061717,24,1
35061718,24,1
35061722,940,0.567
35061722,954,0.433
35061723,954,1
35061724,940,1
35061725,954,1
35061928,936,0.085
35061928,942,0.915
35061929,942,1
35061843,909,1
35061844,909,1
35061845,909,1
35061846,909,0.999
35061846,920,0.001
35061847,909,1
35061848,920,1
35061849,909,0.004
35061849,920,0.996
35061851,951,1
35061852,951,1
35061853,67,0.232
35061853,944,0.768
35061854,951,1
35061855,951,1
35061856,951,1
35061857,944,0.011
35061857,951,0.989
35061858,944,0.422
35061858,951,0.578
35061860,944,1
35061894,903,1
35061862,958,1
35061863,958,1
35061864,55,0.173
35061864,958,0.827
35061865,958,1
35061866,958,1
35061867,958,1
35061868,958,1
35061869,55,1
35061870,55,1
35061871,55,1
35061872,55,1
35061873,55,1
35061874,48,0.712
35061874,49,0.288
35061875,48,1
35061877,942,1
35061878,942,1
35061880,942,1
35061881,942,1
35061882,942,1
35061883,942,1
35061884,942,1
35061885,942,1
35061886,942,1
35061895,936,0.316
35061895,942,0.684
35061896,936,0.025
35061896,942,0.975
35061897,942,1
35061898,942,1
35061899,942,1
35061900,942,1
35061901,942,1
35061887,942,1
35061888,920,0.042
35061888,942,0.958
35061889,942,1
35061890,942,1
35061891,942,1
35061892,942,1
35061902,951,1
35061903,951,1
35061904,64,0.625
35061904,946,0.375
35061919,937,1
35061920,937,1
35061921,937,1
35061926,926,0.005
35061926,945,0.995
35061905,64,0.01
35061905,946,0.99
35061906,946,1
35061907,937,1
35061908,937,1
35061909,937,1
35061910,924,1
35061911,924,1
35061913,944,0.604
35061913,951,0.396
35061914,944,0.931
35061914,951,0.069
35061915,944,0.023
35061915,951,0.977
35061916,937,1
35061917,937,1
35061927,926,0.271
35061927,945,0.729
35061930,921,1
35061931,921,0.902
35061931,925,0.098
35061932,918,0.606
35061932,921,0.394
35061933,914,0.084
35061933,937,0.292
35061933,952,0.624
35061934,914,1
35061935,914,1
35061936,938,1
35061937,952,1
35061938,64,0.421
35061938,952,0.579
35061939,64,0.139
35061939,952,0.861
