DAUID,ONS_ID,pct_overlap,pct_overlap_rnd
35060195,953,1,1
35060196,953,1,1
35060197,953,1,1
35060198,953,1,1
35060222,948,1,1
35060223,948,1,1
35060224,935,0.9659609451753551,0.97
35060224,956,0.02829879064249665,0.03
35060225,948,1,1
35060226,935,0.9916323118062663,0.99
35060226,948,0.00836768819373368,0.01
35060227,935,1,1
35060228,935,1,1
35060125,76,1,1
35060126,915,1,1
35060127,939,0.6753750315856285,0.68
35060127,943,0.32462496841437155,0.32
35060128,939,1,1
35060129,939,0.5547736377333429,0.55
35060129,943,0.44522636226665707,0.45
35060556,49,1,1
35060557,49,1,1
35060558,49,1,1
35060559,49,1,1
35060560,49,1,1
35060561,49,1,1
35060562,48,1,1
35060563,48,1,1
35060564,48,1,1
35060565,48,1,1
35060567,48,1,1
35060164,3,1,1
35060199,953,1,1
35060200,953,1,1
35060201,953,1,1
35060202,953,1,1
35060205,953,1,1
35060165,912,1,1
35060166,912,1,1
35060167,912,1,1
35060168,912,1,1
35060170,912,1,1
35060171,912,1,1
35060172,912,1,1
35060173,912,1,1
35060178,940,1,1
35060179,940,1,1
35060180,940,1,1
35060181,940,1,1
35060182,940,1,1
35060183,954,1,1
35060184,940,1,1
35060185,954,1,1
35060186,954,1,1
35060187,954,1,1
35060188,954,1,1
35060189,954,1,1
35060192,953,1,1
35060206,953,1,1
35060207,953,1,1
35060208,953,1,1
35060209,953,1,1
35060210,953,1,1
35060211,948,0.9992439461826498,1
35060213,933,0.9930390757079939,0.99
35060213,948,0.00696092429200616,0.01
35060219,933,1,1
35060220,933,1,1
35060221,933,1,1
35060625,100,1,1
35060634,106,0.9865909786178081,0.99
35060634,901,0.013409021382191931,0.01
35060638,106,1,1
35060641,906,1,1
35060642,906,1,1
35060229,935,0.9988827744971362,1
35060230,935,1,1
35060231,935,1,1
35060232,935,1,1
35060233,935,1,1
35060234,935,1,1
35060236,935,1,1
35060657,32,1,1
35060662,907,1,1
35060663,907,1,1
35060668,911,1,1
35060669,911,0.7509949365627575,0.75
35060669,930,0.24900506343724244,0.25
35061580,45,0.9789291291298634,0.98
35061580,52,0.021070870870136586,0.02
35061581,952,1,1
35061582,952,1,1
35061583,952,1,1
35061855,951,1,1
35061856,951,1,1
35061387,901,0.9993609429301795,1
35061388,901,1,1
35061389,901,1,1
35061390,901,1,1
35061391,926,0.4290732233391205,0.43
35061391,100,0.5709267766608794,0.57
35061392,937,1,1
35061393,937,1,1
35061394,937,1,1
35061395,937,1,1
35061396,937,1,1
35061397,937,1,1
35060507,99,1,1
35060508,99,1,1
35060509,99,1,1
35060787,938,1,1
35060789,938,1,1
35060790,938,1,1
35060792,937,0.995812075383288,1
35060793,937,1,1
35060794,937,1,1
35060795,937,1,1
35060796,937,1,1
35060797,937,1,1
35061400,937,1,1
35061401,937,1,1
35061402,937,1,1
35061403,937,1,1
35061404,937,1,1
35060799,937,1,1
35060800,937,1,1
35060801,937,1,1
35060802,937,1,1
35060815,938,1,1
35060816,938,1,1
35060817,938,1,1
35061131,85,1,1
35061132,70,1,1
35061889,942,1,1
35061890,942,1,1
35061640,958,1,1
35061643,106,1,1
35061645,106,1,1
35061646,106,0.9976726563833112,1
35061651,923,1,1
35061653,923,1,1
35061654,923,1,1
35061657,32,1,1
35061658,32,1,1
35060717,929,1,1
35060718,929,1,1
35061406,937,1,1
35061410,937,1,1
35061411,945,1,1
35061412,945,1,1
35061413,945,1,1
35061414,945,1,1
35061415,945,1,1
35061416,945,1,1
35061417,945,1,1
35061887,942,1,1
35061888,920,0.041506328503338366,0.04
35061888,942,0.9584936714966616,0.96
35061891,942,1,1
35061892,942,1,1
35061893,936,0.024418259315135006,0.02
35061893,942,0.975581740684865,0.98
35061894,903,1,1
35061895,936,0.3160336742045411,0.32
35061895,942,0.683853824341374,0.68
35061896,936,0.025262347243720947,0.03
35061896,942,0.9747376527562791,0.97
35061897,942,1,1
35061898,942,1,1
35061899,942,1,1
35061900,942,1,1
35061901,942,1,1
35060719,929,1,1
35060720,929,1,1
35060721,929,1,1
35060722,929,1,1
35061051,903,1,1
35061053,903,1,1
35061054,87,1,1
35061055,87,1,1
35061056,932,1,1
35061057,932,1,1
35061067,28,1,1
35061069,18,0.9980001652381041,1
35060778,938,1,1
35060779,938,1,1
35060780,938,1,1
35061659,76,0.08128504132541475,0.08
35061659,909,0.9187149586745852,0.92
35061660,909,1,1
35061661,909,1,1
35061662,909,1,1
35061663,909,1,1
35060735,928,0.9997213795993591,1
35060781,938,1,1
35060782,938,1,1
35060783,938,1,1
35060784,938,1,1
35060785,938,1,1
35060786,938,1,1
35061124,916,0.1395761487208153,0.14
35061124,936,0.8604238512791849,0.86
35061869,55,1,1
35061870,55,1,1
35061871,55,1,1
35061872,55,1,1
35060736,928,1,1
35060737,928,1,1
35060738,902,0.970766116021168,0.97
35060738,928,0.02923388397883196,0.03
35061078,18,0.9654651607056565,0.97
35061078,28,0.03453483929434355,0.03
35061079,18,1,1
35061080,18,1,1
35061081,18,1,1
35061082,18,0.994477426349457,0.99
35061082,28,0.005522573650542976,0.01
35061083,18,0.9956140997178085,1
35061084,18,0.9971404799548527,1
35061085,18,0.9968635142808944,1
35061086,18,1,1
35061087,18,1,1
35061089,55,1,1
35061090,910,1,1
35061091,910,1,1
35060798,937,1,1
35061873,55,1,1
35061874,48,0.7115062976608558,0.71
35061874,49,0.2884183134674975,0.29
35061875,48,1,1
35061877,942,1,1
35061878,942,1,1
35061880,942,1,1
35061881,942,1,1
35061882,942,1,1
35061883,942,1,1
35061884,942,1,1
35061885,942,1,1
35061886,942,1,1
35061215,108,1,1
35061222,949,1,1
35061225,949,1,1
35061227,93,1,1
35061228,93,1,1
35061229,926,0.006009983339795751,0.01
35061229,904,0.9939900166602043,0.99
35061444,925,1,1
35061445,925,1,1
35060002,916,1,1
35060003,916,1,1
35060292,83,1,1
35060293,83,1,1
35061230,904,1,1
35061231,904,1,1
35061042,903,1,1
35061043,903,1,1
35061044,903,1,1
35061250,932,1,1
35061251,919,1,1
35061252,16,1,1
35061253,28,0.8613134554817446,0.86
35061253,31,0.13691887141557518,0.14
35061070,18,1,1
35061071,18,1,1
35061072,18,1,1
35061073,18,1,1
35061074,18,1,1
35060294,83,1,1
35060295,923,1,1
35060296,923,1,1
35060297,923,1,1
35060298,923,1,1
35060300,923,1,1
35060301,923,1,1
35060305,923,1,1
35060306,923,1,1
35060307,923,1,1
35060308,923,1,1
35060310,923,1,1
35060312,923,1,1
35060045,920,1,1
35060047,76,1,1
35060048,76,1,1
35060049,76,1,1
35060050,76,1,1
35060051,76,1,1
35061045,903,1,1
35061046,903,1,1
35061047,90,0.008048079130948238,0.01
35061047,903,0.9919519208690518,0.99
35060005,909,0.013698857013834137,0.01
35060005,916,0.9863011429861659,0.99
35061121,955,1,1
35061075,18,1,1
35061076,18,1,1
35061077,18,1,1
35060010,920,1,1
35060011,920,1,1
35060012,920,1,1
35060014,920,1,1
35060015,943,1,1
35060016,943,1,1
35060017,943,1,1
35060018,943,1,1
35060019,943,1,1
35060020,943,1,1
35060021,943,1,1
35061126,70,1,1
35060052,943,1,1
35060053,943,1,1
35060450,11,1,1
35060451,11,0.9996780245146893,1
35060452,11,0.8499484741100845,0.85
35060452,31,0.15005152588991558,0.15
35060455,31,1,1
35060456,31,1,1
35060457,31,1,1
35060458,31,1,1
35060459,31,1,1
35060103,939,1,1
35060104,939,1,1
35060105,939,1,1
35060106,913,0.006733473424571884,0.01
35060106,939,0.9932665265754281,0.99
35060107,913,0.8360766247694459,0.84
35060107,939,0.16392337523055409,0.16
35060108,915,1,1
35060109,915,1,1
35061123,936,1,1
35060054,943,1,1
35060055,943,1,1
35060056,943,1,1
35060057,943,1,1
35060058,943,1,1
35060059,943,1,1
35060061,943,1,1
35061857,944,0.01143137317461154,0.01
35061857,951,0.9885686268253885,0.99
35061858,944,0.42192133418649175,0.42
35061858,951,0.5780786658135082,0.58
35061127,70,1,1
35061128,70,1,1
35061129,70,1,1
35061130,70,1,1
35060074,913,0.0071729036750343405,0.01
35060074,939,0.9928270963249657,0.99
35060075,939,0.9996133756561042,1
35060076,939,1,1
35060078,913,1,1
35060079,913,1,1
35060080,913,1,1
35060081,913,1,1
35060082,913,1,1
35060110,915,1,1
35060111,915,1,1
35060112,915,1,1
35060116,915,1,1
35060117,915,1,1
35060526,941,0.5238083224610882,0.52
35060526,950,0.47619167753891173,0.48
35061446,925,1,1
35061447,925,1,1
35061859,944,0.49716197039621235,0.5
35061859,924,0.17746140018657305,0.18
35061859,951,0.3253766294172146,0.32
35061860,944,1,1
35061862,958,1,1
35061863,958,1,1
35061864,55,0.1729209498936777,0.17
35061864,958,0.8270790501063223,0.83
35061865,958,1,1
35061866,958,1,1
35061867,958,1,1
35061868,958,1,1
35061232,904,1,1
35061233,904,1,1
35061234,904,1,1
35061235,904,1,1
35061236,904,1,1
35061254,12,0.19877439767433824,0.2
35061254,88,0.8012256023256618,0.8
35061256,906,1,1
35061448,925,1,1
35061449,925,1,1
35061450,925,1,1
35061451,925,1,1
35061604,24,1,1
35061605,82,1,1
35061607,82,1,1
35060313,24,1,1
35060314,24,1,1
35060315,24,1,1
35060324,24,1,1
35060325,24,1,1
35060327,923,1,1
35060329,24,1,1
35060330,24,1,1
35061237,904,1,1
35061238,904,1,1
35061239,904,1,1
35061240,904,0.9984651525431,1
35061241,904,1,1
35061242,904,0.9993310483768872,1
35061243,904,1,1
35061247,50,1,1
35061248,49,1,1
35061249,49,1,1
35061452,925,1,1
35061257,931,0.5413166007799144,0.54
35061257,958,0.45868339922008566,0.46
35061261,933,0.999545553131662,1
35061263,953,1,1
35061264,52,0.9999208935349265,1
35061266,915,1,1
35061267,926,0.005323099616933671,0.01
35061267,7,0.9946769003830663,0.99
35061268,100,0.00781630378210603,0.01
35061268,12,0.9921836962178939,0.99
35061269,23,1,1
35061461,81,1,1
35060022,943,1,1
35060685,951,1,1
35060686,951,1,1
35060687,951,1,1
35060688,951,1,1
35060689,951,1,1
35060690,951,1,1
35060695,951,1,1
35060696,951,1,1
35060697,951,1,1
35060698,951,1,1
35060460,31,1,1
35060461,31,1,1
35060462,31,0.9963209550162194,1
35060463,31,0.9964789449292144,1
35060464,31,1,1
35060465,31,1,1
35060466,31,1,1
35060006,909,0.24160492624101682,0.24
35060006,916,0.7583950737589832,0.76
35060007,916,0.4662909186657163,0.47
35060007,936,0.5337090813342836,0.53
35060331,24,1,1
35060332,24,1,1
35060333,24,1,1
35060334,24,1,1
35060336,24,1,1
35060337,24,1,1
35060339,24,1,1
35060343,24,1,1
35060345,24,1,1
35060346,24,1,1
35060347,24,1,1
35060348,957,1,1
35060353,957,1,1
35060354,957,1,1
35060023,920,1,1
35060024,920,1,1
35060382,47,1,1
35060383,47,1,1
35060384,47,1,1
35060385,47,1,1
35060386,47,1,1
35060387,47,1,1
35060388,47,1,1
35060389,47,1,1
35060390,47,1,1
35060391,47,1,1
35060392,47,1,1
35060393,47,1,1
35060394,47,1,1
35060395,47,1,1
35060396,47,1,1
35060397,47,1,1
35060083,913,1,1
35060467,31,1,1
35060468,31,1,1
35060469,31,1,1
35060471,11,1,1
35060750,929,1,1
35060751,924,1,1
35060752,924,1,1
35060753,924,1,1
35060754,924,1,1
35060755,13,1,1
35060527,950,0.9988940508992159,1
35060529,950,1,1
35060530,950,1,1
35060531,28,0.7679933480393892,0.77
35060531,950,0.2319595751660309,0.23
35060533,28,0.8949624007332119,0.9
35060533,950,0.10457223143291446,0.1
35060534,16,1,1
35060062,943,1,1
35060064,943,1,1
35060065,943,1,1
35060066,943,1,1
35060067,943,1,1
35060069,939,1,1
35060070,939,1,1
35060071,939,1,1
35060072,939,1,1
35060073,913,0.005683281283012961,0.01
35060073,939,0.994316718716987,0.99
35060474,11,1,1
35060475,54,1,1
35060476,54,1,1
35060479,54,1,1
35060480,54,1,1
35060481,54,1,1
35060482,23,0.008362624220878708,0.01
35060482,54,0.991626595043298,0.99
35060089,918,0.285417020039735,0.29
35060089,926,0.17461222504403198,0.17
35060089,904,0.539970754916233,0.54
35060090,913,1,1
35060091,913,1,1
35060495,108,1,1
35060496,108,1,1
35060497,108,1,1
35060498,108,1,1
35060499,108,1,1
35060500,108,1,1
35060535,16,0.7452327647769382,0.75
35060535,941,0.2547672352230618,0.25
35060538,16,1,1
35060539,16,1,1
35060544,51,0.006939749854462162,0.01
35060544,905,0.9929309400251575,0.99
35060547,927,1,1
35060551,927,0.9999989471177225,1
35060553,49,1,1
35060554,49,1,1
35060555,49,1,1
35061573,928,1,1
35061608,82,1,1
35061610,82,1,1
35061611,923,1,1
35061613,923,1,1
35061614,28,0.9982927390365463,1
35061398,937,1,1
35061399,937,1,1
35061616,11,0.9971455139728658,1
35061621,923,1,1
35061622,923,1,1
35061623,82,1,1
35061627,82,0.4886137324183105,0.49
35061627,83,0.5113862675816895,0.51
35061628,82,1,1
35061633,903,1,1
35061634,903,1,1
35061638,958,1,1
35060700,951,1,1
35060701,924,0.47182108226392744,0.47
35060701,951,0.5281181818225031,0.53
35060702,924,1,1
35060703,924,1,1
35061001,912,1,1
35061018,953,1,1
35061453,66,1,1
35061454,66,1,1
35061455,66,1,1
35061456,66,1,1
35061457,66,1,1
35061458,66,1,1
35061459,66,1,1
35061460,66,1,1
35061639,958,1,1
35060360,957,1,1
35061462,81,1,1
35061463,81,1,1
35061464,81,1,1
35061465,81,1,1
35061466,81,1,1
35061467,81,1,1
35061468,81,1,1
35060399,60,0.99666726752821,1
35060400,957,1,1
35060401,24,1,1
35060402,24,1,1
35060403,24,1,1
35060404,24,1,1
35060405,24,1,1
35061019,953,1,1
35061020,934,0.9997524490986331,1
35061026,949,1,1
35061027,949,1,1
35061030,940,1,1
35061031,940,1,1
35061033,903,1,1
35061034,903,1,1
35061035,903,1,1
35061036,903,1,1
35061039,903,1,1
35061041,903,1,1
35060758,13,1,1
35060759,13,1,1
35060760,13,1,1
35060761,13,1,1
35060762,13,1,1
35060763,13,1,1
35060764,13,1,1
35060765,13,1,1
35060361,957,1,1
35060364,923,1,1
35060366,923,1,1
35060367,24,1,1
35060368,24,1,1
35060371,47,1,1
35060373,28,1,1
35060375,28,1,1
35060379,55,1,1
35060380,47,0.9993770166004393,1
35060381,47,0.9989377383364823,1
35060704,924,1,1
35060706,924,1,1
35060707,924,1,1
35060708,924,1,1
35060709,924,1,1
35060710,924,1,1
35060711,924,0.06674463143608453,0.07
35060711,951,0.9332553685639154,0.93
35060712,929,1,1
35060713,929,1,1
35060483,12,1,1
35060406,24,1,1
35060407,24,1,1
35060723,929,1,1
35060724,929,1,1
35060725,929,1,1
35060726,929,1,1
35060728,929,1,1
35060729,929,1,1
35060731,929,1,1
35060734,928,1,1
35060501,108,1,1
35060502,108,1,1
35060503,108,1,1
35060504,108,1,1
35060505,108,1,1
35060506,99,1,1
35060766,13,1,1
35061117,936,1,1
35061118,955,0.99057324617832,0.99
35061118,936,0.009426753821680036,0.01
35061119,955,1,1
35061120,955,1,1
35061574,902,0.9941406180809922,0.99
35061574,928,0.005859381919007805,0.01
35061575,902,1,1
35061576,929,1,1
35061577,929,1,1
35061578,928,1,1
35061579,45,1,1
35060484,12,0.8852443093193889,0.89
35060484,23,0.11475569068061113,0.11
35060485,23,1,1
35060486,23,1,1
35060488,23,0.9997057388536302,1
35060491,23,1,1
35060492,23,1,1
35060493,12,0.018254608093650513,0.02
35060493,23,0.9817453919063495,0.98
35060494,23,1,1
35060767,13,1,1
35060768,13,1,1
35060771,13,0.9999532100622406,1
35060773,13,1,1
35060774,13,1,1
35060775,13,1,1
35060777,938,1,1
35060988,940,1,1
35060989,940,1,1
35060990,940,1,1
35060991,940,1,1
35061554,926,0.06443776105007502,0.06
35061554,915,0.935562238949925,0.94
35061555,75,1,1
35061556,75,0.9969461006738555,1
35061557,945,1,1
35061558,945,1,1
35061559,945,1,1
35061562,945,1,1
35061563,945,1,1
35061564,945,1,1
35061565,912,1,1
35061566,912,1,1
35061567,912,1,1
35061568,928,1,1
35061569,928,1,1
35061570,928,1,1
35061571,928,1,1
35061572,928,1,1
35061708,24,1,1
35061709,24,1,1
35061710,24,1,1
35061092,910,1,1
35060001,916,1,1
35061113,918,0.2439257423864975,0.24
35061113,936,0.755684353961064,0.76
35061114,936,0.9985334466714875,1
35061115,936,1,1
35061680,64,1,1
35061683,28,1,1
35061690,28,1,1
35061691,28,1,1
35061692,28,1,1
35061693,28,1,1
35061695,903,1,1
35061696,903,1,1
35061699,903,1,1
35061700,903,1,1
35061701,903,1,1
35061702,932,1,1
35061703,24,1,1
35061705,24,1,1
35061711,24,1,1
35061712,24,1,1
35061713,24,1,1
35061714,24,1,1
35061715,24,1,1
35061716,24,1,1
35061717,24,1,1
35061718,24,1,1
35061722,940,0.5665665305441856,0.57
35061722,954,0.4334334694558144,0.43
35061723,954,1,1
35061724,940,1,1
35061725,954,1,1
35061726,940,1,1
35061727,954,1,1
35061728,940,1,1
35061729,954,1,1
35061730,954,1,1
35061732,927,0.4871419304088678,0.49
35061732,946,0.5069422332736873,0.51
35061733,946,1,1
35061736,946,1,1
35061094,11,1,1
35061097,950,1,1
35061098,950,1,1
35061100,950,1,1
35061101,950,0.9981670112556592,1
35061102,905,0.9149142081134148,0.91
35061102,941,0.08504576009248091,0.09
35060025,920,1,1
35060026,920,1,1
35060027,920,1,1
35060028,920,1,1
35060029,920,1,1
35060030,920,1,1
35060031,920,1,1
35061116,936,1,1
35060038,920,1,1
35060039,920,1,1
35060043,920,1,1
35060044,920,1,1
35061135,67,1,1
35061136,67,1,1
35061137,67,1,1
35061138,67,1,1
35061785,949,1,1
35061786,949,1,1
35061787,949,1,1
35061133,85,1,1
35060092,913,1,1
35060093,913,1,1
35060094,913,1,1
35060095,913,1,1
35061140,67,1,1
35061141,67,0.20840737404722445,0.21
35061141,944,0.7915926259527756,0.79
35061209,12,1,1
35061210,12,0.9997202502221052,1
35061213,108,1,1
35061214,108,1,1
35061760,957,0.9971753010044414,1
35061761,957,1,1
35061762,957,1,1
35061763,923,0.2889456685304072,0.29
35061763,957,0.7110543314695928,0.71
35061764,923,1,1
35061765,923,1,1
35061766,957,1,1
35061767,957,1,1
35061768,957,1,1
35061769,957,1,1
35061770,957,1,1
35061771,957,1,1
35061772,957,1,1
35061773,957,1,1
35061774,957,1,1
35061778,949,1,1
35061779,949,1,1
35061780,949,1,1
35061781,949,1,1
35061782,949,1,1
35061783,949,1,1
35061784,949,1,1
35061789,908,1,1
35061790,908,1,1
35061791,949,1,1
35061793,949,1,1
35061794,934,1,1
35061795,934,1,1
35061796,934,1,1
35061797,934,1,1
35061798,934,1,1
35061799,949,0.9973695218948646,1
35061800,908,1,1
35061801,934,1,1
35061802,934,1,1
35061803,934,1,1
35061804,907,1,1
35061418,945,1,1
