iteration,metric,value
1,mape,0.022668918418580965
2,mape,0.022668918418580965
3,mape,0.022668918418580965
4,mape,0.022668918418580965
5,mape,0.022668918418580965
6,mape,0.022668918418580965
7,mape,0.022668918418580965
8,mape,0.022668918418580965
9,mape,0.022668918418580965
10,mape,0.022668918418580965
11,mape,0.022668918418580965
12,mape,0.022668918418580965
13,mape,0.022668918418580965
14,mape,0.022668918418580965
15,mape,0.022668918418580965
16,mape,0.022668918418580965
17,mape,0.022668918418580965
18,mape,0.022668918418580965
19,mape,0.022668918418580965
20,mape,0.022668918418580965
21,mape,0.022668918418580965
22,mape,0.022668918418580965
23,mape,0.022668918418580965
24,mape,0.022668918418580965
25,mape,0.022668918418580965
26,mape,0.022668918418580965
27,mape,0.022668918418580965
28,mape,0.022668918418580965
29,mape,0.022644011970210407
30,mape,0.022644011970210407
31,mape,0.022644011970210407
32,mape,0.022644011970210407
33,mape,0.022644011970210407
34,mape,0.022644011970210407
35,mape,0.022644011970210407
36,mape,0.022644011970210407
37,mape,0.022644011970210407
38,mape,0.022644011970210407
39,mape,0.022644011970210407
40,mape,0.022644011970210407
41,mape,0.022644011970210407
42,mape,0.022644011970210407
43,mape,0.022644011970210407
44,mape,0.022644011970210407
45,mape,0.022644011970210407
46,mape,0.022644011970210407
47,mape,0.022644011970210407
48,mape,0.022644011970210407
49,mape,0.022644011970210407
50,mape,0.022644011970210407
51,mape,0.022644011970210407
52,mape,0.022644011970210407
53,mape,0.022644011970210407
54,mape,0.022644011970210407
55,mape,0.022644011970210407
56,mape,0.022644011970210407
57,mape,0.022644011970210407
58,mape,0.022644011970210407
59,mape,0.022644011970210407
60,mape,0.022644011970210407
61,mape,0.022644011970210407
62,mape,0.022644011970210407
63,mape,0.022644011970210407
64,mape,0.022644011970210407
65,mape,0.022644011970210407
66,mape,0.022644011970210407
67,mape,0.022644011970210407
68,mape,0.022644011970210407
69,mape,0.02263453247300864
70,mape,0.02263453247300864
71,mape,0.02263453247300864
72,mape,0.02263453247300864
73,mape,0.02263453247300864
74,mape,0.02263453247300864
75,mape,0.02263453247300864
76,mape,0.02263453247300864
77,mape,0.02263453247300864
78,mape,0.02263453247300864
79,mape,0.02263453247300864
80,mape,0.02263453247300864
81,mape,0.02263453247300864
82,mape,0.02263453247300864
83,mape,0.02263453247300864
84,mape,0.02263453247300864
85,mape,0.02263453247300864
86,mape,0.02263453247300864
87,mape,0.02263453247300864
88,mape,0.02263453247300864
89,mape,0.02263453247300864
90,mape,0.02263453247300864
91,mape,0.02263453247300864
92,mape,0.02263453247300864
93,mape,0.02263453247300864
94,mape,0.02263453247300864
95,mape,0.02263453247300864
96,mape,0.02263453247300864
97,mape,0.02263453247300864
98,mape,0.02263453247300864
99,mape,0.02263453247300864
100,mape,0.02263453247300864
101,mape,0.02263453247300864
102,mape,0.02263453247300864
103,mape,0.02263453247300864
104,mape,0.02263453247300864
105,mape,0.02263453247300864
106,mape,0.02263453247300864
107,mape,0.02263453247300864
108,mape,0.02263453247300864
109,mape,0.02263453247300864
110,mape,0.02263453247300864
111,mape,0.02263453247300864
