iteration,metric,value
1,mae,83.05555555555556
2,mae,79.62962962962963
3,mae,79.62962962962963
4,mae,79.62962962962963
5,mae,79.62962962962963
6,mae,79.62962962962963
7,mae,79.62962962962963
8,mae,79.62962962962963
9,mae,79.62962962962963
10,mae,79.62962962962963
11,mae,79.62962962962963
12,mae,79.62962962962963
13,mae,79.62962962962963
14,mae,79.62962962962963
15,mae,79.62962962962963
16,mae,79.62962962962963
17,mae,79.62962962962963
18,mae,79.62962962962963
19,mae,79.62962962962963
20,mae,79.62962962962963
21,mae,79.62962962962963
22,mae,79.62962962962963
23,mae,76.66666666666667
24,mae,76.66666666666667
25,mae,75.37037037037037
26,mae,75.37037037037037
27,mae,75.37037037037037
28,mae,75.37037037037037
29,mae,74.81481481481481
30,mae,74.81481481481481
31,mae,74.81481481481481
32,mae,73.79629629629629
33,mae,73.79629629629629
34,mae,73.79629629629629
35,mae,73.79629629629629
36,mae,73.79629629629629
37,mae,73.79629629629629
38,mae,73.79629629629629
39,mae,73.79629629629629
40,mae,73.79629629629629
41,mae,73.79629629629629
42,mae,73.79629629629629
43,mae,73.79629629629629
44,mae,73.79629629629629
45,mae,73.79629629629629
46,mae,73.79629629629629
47,mae,73.79629629629629
48,mae,73.79629629629629
49,mae,73.79629629629629
50,mae,73.79629629629629
51,mae,73.79629629629629
52,mae,73.79629629629629
53,mae,73.79629629629629
54,mae,73.79629629629629
55,mae,73.79629629629629
56,mae,73.79629629629629
57,mae,73.79629629629629
58,mae,73.79629629629629
59,mae,73.79629629629629
60,mae,73.79629629629629
61,mae,73.79629629629629
62,mae,73.79629629629629
63,mae,73.79629629629629
64,mae,73.79629629629629
65,mae,73.79629629629629
66,mae,73.79629629629629
67,mae,73.79629629629629
68,mae,73.79629629629629
69,mae,73.79629629629629
70,mae,73.79629629629629
71,mae,73.79629629629629
72,mae,73.79629629629629
73,mae,73.79629629629629
74,mae,73.79629629629629
75,mae,73.79629629629629
76,mae,73.79629629629629
77,mae,73.79629629629629
78,mae,73.79629629629629
79,mae,72.22222222222223
80,mae,72.22222222222223
81,mae,72.22222222222223
82,mae,72.22222222222223
83,mae,72.22222222222223
84,mae,71.48148148148148
85,mae,71.48148148148148
86,mae,71.48148148148148
87,mae,71.48148148148148
88,mae,71.48148148148148
89,mae,71.48148148148148
90,mae,71.48148148148148
91,mae,71.48148148148148
92,mae,71.48148148148148
93,mae,71.48148148148148
94,mae,71.48148148148148
95,mae,71.48148148148148
96,mae,71.48148148148148
97,mae,71.48148148148148
98,mae,71.48148148148148
99,mae,71.48148148148148
100,mae,71.48148148148148
101,mae,71.48148148148148
102,mae,71.48148148148148
103,mae,71.48148148148148
104,mae,71.48148148148148
105,mae,71.48148148148148
106,mae,71.48148148148148
107,mae,71.48148148148148
108,mae,71.48148148148148
109,mae,69.35185185185185
110,mae,69.35185185185185
111,mae,69.35185185185185
