iteration,metric,value
1,mape,0.026437142112631182
2,mape,0.026437142112631182
3,mape,0.026437142112631182
4,mape,0.026437142112631182
5,mape,0.026437142112631182
6,mape,0.026437142112631182
7,mape,0.026437142112631182
8,mape,0.026437142112631182
9,mape,0.026437142112631182
10,mape,0.025401217928620212
11,mape,0.025401217928620212
12,mape,0.025401217928620212
13,mape,0.025401217928620212
14,mape,0.025401217928620212
15,mape,0.025401217928620212
16,mape,0.025401217928620212
17,mape,0.025401217928620212
18,mape,0.02473092938989464
19,mape,0.024211188657662804
20,mape,0.024211188657662804
21,mape,0.024211188657662804
22,mape,0.023988018868394072
23,mape,0.023988018868394072
24,mape,0.023988018868394072
25,mape,0.023988018868394072
26,mape,0.023988018868394072
27,mape,0.023988018868394072
28,mape,0.023988018868394072
29,mape,0.023988018868394072
30,mape,0.023988018868394072
31,mape,0.023988018868394072
32,mape,0.023988018868394072
33,mape,0.023988018868394072
34,mape,0.023988018868394072
35,mape,0.023988018868394072
36,mape,0.023988018868394072
37,mape,0.02351050999616451
38,mape,0.02351050999616451
39,mape,0.02351050999616451
40,mape,0.02351050999616451
41,mape,0.02351050999616451
42,mape,0.02351050999616451
43,mape,0.02351050999616451
44,mape,0.02351050999616451
45,mape,0.02351050999616451
46,mape,0.02351050999616451
47,mape,0.02351050999616451
48,mape,0.02351050999616451
49,mape,0.02351050999616451
50,mape,0.02351050999616451
51,mape,0.02351050999616451
52,mape,0.02351050999616451
53,mape,0.02351050999616451
54,mape,0.02351050999616451
55,mape,0.02351050999616451
56,mape,0.02351050999616451
57,mape,0.02351050999616451
58,mape,0.02351050999616451
59,mape,0.02351050999616451
60,mape,0.02351050999616451
61,mape,0.02351050999616451
62,mape,0.02351050999616451
63,mape,0.02351050999616451
64,mape,0.02351050999616451
65,mape,0.02351050999616451
66,mape,0.02351050999616451
67,mape,0.02351050999616451
68,mape,0.02351050999616451
69,mape,0.02351050999616451
70,mape,0.02351050999616451
71,mape,0.02351050999616451
72,mape,0.02351050999616451
73,mape,0.02351050999616451
74,mape,0.02351050999616451
75,mape,0.02351050999616451
76,mape,0.02351050999616451
77,mape,0.02351050999616451
78,mape,0.02351050999616451
79,mape,0.02351050999616451
80,mape,0.02351050999616451
81,mape,0.02351050999616451
82,mape,0.02351050999616451
83,mape,0.02351050999616451
84,mape,0.02351050999616451
85,mape,0.022668918418580965
86,mape,0.022668918418580965
87,mape,0.022668918418580965
88,mape,0.022668918418580965
89,mape,0.022668918418580965
90,mape,0.022668918418580965
91,mape,0.022668918418580965
92,mape,0.022668918418580965
93,mape,0.022668918418580965
94,mape,0.022668918418580965
95,mape,0.022668918418580965
96,mape,0.022668918418580965
97,mape,0.022668918418580965
98,mape,0.022668918418580965
99,mape,0.022668918418580965
100,mape,0.022668918418580965
101,mape,0.022668918418580965
102,mape,0.022668918418580965
103,mape,0.022668918418580965
104,mape,0.022668918418580965
105,mape,0.022668918418580965
106,mape,0.022668918418580965
107,mape,0.022668918418580965
108,mape,0.022668918418580965
109,mape,0.022668918418580965
110,mape,0.022668918418580965
111,mape,0.022668918418580965
