iteration,metric,value
1,mae,79.49074074074075
2,mae,79.49074074074075
3,mae,79.49074074074075
4,mae,79.49074074074075
5,mae,79.49074074074075
6,mae,79.49074074074075
7,mae,79.49074074074075
8,mae,79.49074074074075
9,mae,79.49074074074075
10,mae,79.49074074074075
11,mae,79.30555555555556
12,mae,79.30555555555556
13,mae,79.30555555555556
14,mae,79.30555555555556
15,mae,79.30555555555556
16,mae,78.37962962962963
17,mae,78.37962962962963
18,mae,78.37962962962963
19,mae,78.37962962962963
20,mae,78.37962962962963
21,mae,78.37962962962963
22,mae,78.37962962962963
23,mae,78.37962962962963
24,mae,78.37962962962963
25,mae,78.37962962962963
26,mae,78.37962962962963
27,mae,78.37962962962963
28,mae,78.37962962962963
29,mae,77.82407407407408
30,mae,77.82407407407408
31,mae,77.82407407407408
32,mae,77.82407407407408
33,mae,77.82407407407408
34,mae,77.82407407407408
35,mae,77.82407407407408
36,mae,77.82407407407408
37,mae,77.82407407407408
38,mae,77.82407407407408
39,mae,77.82407407407408
40,mae,77.82407407407408
41,mae,77.82407407407408
42,mae,77.82407407407408
43,mae,77.82407407407408
44,mae,77.82407407407408
45,mae,75.69444444444444
46,mae,75.69444444444444
47,mae,75.69444444444444
48,mae,75.69444444444444
49,mae,75.69444444444444
50,mae,75.69444444444444
51,mae,75.69444444444444
52,mae,75.69444444444444
53,mae,75.69444444444444
54,mae,75.69444444444444
55,mae,75.69444444444444
56,mae,75.69444444444444
57,mae,75.69444444444444
58,mae,75.69444444444444
59,mae,75.69444444444444
60,mae,75.69444444444444
61,mae,75.69444444444444
62,mae,75.69444444444444
63,mae,75.69444444444444
64,mae,74.76851851851852
65,mae,74.76851851851852
66,mae,74.76851851851852
67,mae,74.76851851851852
68,mae,74.76851851851852
69,mae,74.76851851851852
70,mae,74.76851851851852
71,mae,74.76851851851852
72,mae,74.76851851851852
73,mae,74.76851851851852
74,mae,74.76851851851852
75,mae,72.45370370370371
76,mae,72.45370370370371
77,mae,74.76851851851852
78,mae,74.76851851851852
79,mae,72.36111111111111
80,mae,72.36111111111111
81,mae,72.36111111111111
82,mae,72.36111111111111
83,mae,72.36111111111111
84,mae,70.69444444444444
85,mae,70.69444444444444
86,mae,70.69444444444444
87,mae,70.69444444444444
88,mae,69.86111111111111
89,mae,69.86111111111111
90,mae,68.93518518518519
91,mae,68.93518518518519
92,mae,67.91666666666667
93,mae,67.91666666666667
94,mae,67.91666666666667
95,mae,67.91666666666667
96,mae,67.91666666666667
97,mae,67.91666666666667
98,mae,67.91666666666667
99,mae,67.91666666666667
100,mae,67.91666666666667
101,mae,67.91666666666667
102,mae,67.91666666666667
103,mae,67.91666666666667
104,mae,67.91666666666667
105,mae,64.67592592592592
106,mae,64.67592592592592
107,mae,64.67592592592592
108,mae,64.67592592592592
109,mae,64.67592592592592
110,mae,64.67592592592592
111,mae,64.67592592592592
