iteration,metric,value
1,mape,0.08048380391283233
2,mape,0.07793588616023622
3,mape,0.07478059178084857
4,mape,0.07172112965402894
5,mape,0.07166148689741876
6,mape,0.06875326374525399
7,mape,0.06813525016506937
8,mape,0.06615694340929362
9,mape,0.06615694340929362
10,mape,0.06615694340929362
11,mape,0.06577185257941805
12,mape,0.06544043495489697
13,mape,0.06544043495489697
14,mape,0.06544043495489697
15,mape,0.06544043495489697
16,mape,0.06294542145297086
17,mape,0.06294542145297086
18,mape,0.06039143626664967
19,mape,0.05902993792344968
20,mape,0.05902993792344968
21,mape,0.05902993792344968
22,mape,0.05902993792344968
23,mape,0.05902993792344968
24,mape,0.05893959975919847
25,mape,0.05893959975919847
26,mape,0.05845142535309445
27,mape,0.05845142535309445
28,mape,0.05845142535309445
29,mape,0.05769281900671309
30,mape,0.05761274679613773
31,mape,0.057298603060265706
32,mape,0.05652259593148943
33,mape,0.05588368025284494
34,mape,0.055086799230384446
35,mape,0.055086799230384446
36,mape,0.055086799230384446
37,mape,0.055086799230384446
38,mape,0.053841274082108224
39,mape,0.053841274082108224
40,mape,0.053841274082108224
41,mape,0.053841274082108224
42,mape,0.053841274082108224
43,mape,0.053841274082108224
44,mape,0.05377599366043866
45,mape,0.05377599366043866
46,mape,0.05369846388703618
47,mape,0.05369846388703618
48,mape,0.05369846388703618
49,mape,0.05198373241039995
50,mape,0.05198373241039995
51,mape,0.05160477178788631
52,mape,0.05160477178788631
53,mape,0.05160477178788631
54,mape,0.05160477178788631
55,mape,0.05048234260606133
56,mape,0.05048234260606133
57,mape,0.04967557295078488
58,mape,0.04967557295078488
59,mape,0.04960886240340261
60,mape,0.04960886240340261
61,mape,0.04960886240340261
62,mape,0.04960886240340261
63,mape,0.04960886240340261
64,mape,0.049216701457151096
65,mape,0.049216701457151096
66,mape,0.049216701457151096
67,mape,0.0481264975400252
68,mape,0.0481264975400252
69,mape,0.04807960689430118
70,mape,0.04807960689430118
71,mape,0.04807960689430118
72,mape,0.04807960689430118
73,mape,0.04746039754146737
74,mape,0.04746039754146737
75,mape,0.04746039754146737
76,mape,0.04738005371949035
77,mape,0.04738005371949035
78,mape,0.04738005371949035
79,mape,0.04738005371949035
80,mape,0.039802172572041626
81,mape,0.039802172572041626
82,mape,0.039802172572041626
83,mape,0.039802172572041626
84,mape,0.039802172572041626
85,mape,0.039802172572041626
86,mape,0.039802172572041626
87,mape,0.039802172572041626
88,mape,0.03950021956810079
89,mape,0.03950021956810079
90,mape,0.03950021956810079
91,mape,0.03950021956810079
92,mape,0.039242076222619535
93,mape,0.039242076222619535
94,mape,0.039242076222619535
95,mape,0.039242076222619535
96,mape,0.039242076222619535
97,mape,0.039242076222619535
98,mape,0.039242076222619535
99,mape,0.03877126433312252
100,mape,0.03877126433312252
101,mape,0.03877126433312252
102,mape,0.03877126433312252
103,mape,0.03877126433312252
104,mape,0.03877126433312252
105,mape,0.03877126433312252
106,mape,0.03846601402787222
107,mape,0.03846601402787222
108,mape,0.03846601402787222
109,mape,0.03846601402787222
110,mape,0.03846601402787222
111,mape,0.03831449794948069
